tenure_months,monthly_charges,total_charges,internet_service,contract_type,payment_method,support_tickets,customer_churn
70,60.05631106826083,3768.6832218544137,Fiber,Month-to-month,Electronic,1,No
4,76.31411624591453,1157.7635385871731,DSL,Two year,Credit card,1,Yes
62,65.06310786974217,3883.51103181555,DSL,One year,Electronic,3,No
62,29.783404599885152,2654.059494648454,Fiber,Two year,Credit card,4,No
24,97.39000660822899,2835.9070363447627,DSL,One year,Bank transfer,2,No
55,79.12378512009428,4555.746572792847,Fiber,Month-to-month,Electronic,4,Yes
9,77.97695439441544,928.0583077294814,Fiber,Two year,Electronic,2,Yes
3,95.12688110075118,-414.82913686313026,Fiber,Month-to-month,Electronic,3,Yes
31,45.59063931820977,1516.6972087817112,Fiber,Month-to-month,Bank transfer,2,Yes
40,106.41194313177526,4964.987931761823,No,One year,Bank transfer,3,Yes
36,65.79871444173286,2709.423471495187,Fiber,One year,Bank transfer,2,No
24,96.65796640992625,2396.959537370435,Fiber,Two year,Credit card,3,No
6,92.03347100462963,1408.1694239362928,Fiber,Month-to-month,Bank transfer,0,Yes
66,38.83594515992333,2470.6520192245375,DSL,One year,Electronic,2,No
4,85.08701214742408,30.57021107885413,DSL,One year,Electronic,2,No
6,79.78824012540056,555.6453987915319,DSL,Month-to-month,Credit card,3,Yes
51,70.90934972483026,3999.610520022142,Fiber,Month-to-month,Electronic,2,No
62,67.16884749893856,3305.57149703006,Fiber,Month-to-month,Electronic,0,No
57,67.42320250846625,3985.5568647277846,No,Month-to-month,Bank transfer,1,No
66,94.38068276931986,6634.2975705432655,DSL,Two year,Mailed check,4,No
8,87.3373154137453,563.877710661532,DSL,One year,Credit card,2,Yes
26,70.91436550796995,2397.2558863585396,No,One year,Bank transfer,2,No
51,25.241915605858757,1607.9310271043319,DSL,Two year,Electronic,1,No
45,84.83330242250855,4888.190168268424,Fiber,Month-to-month,Credit card,2,No
44,91.70840857533338,3659.8685285240613,Fiber,Two year,Electronic,1,No
5,139.0123025634091,1110.4164380650902,Fiber,Month-to-month,Mailed check,2,Yes
70,102.26299189315114,6649.747478621877,DSL,Two year,Mailed check,1,Yes
26,13.024708362535975,-469.0408082124277,DSL,Month-to-month,Electronic,2,Yes
68,72.35288197055928,3902.230552589095,DSL,Two year,Mailed check,1,No
19,124.34125085994944,2631.645777537503,Fiber,Month-to-month,Electronic,3,Yes
20,88.70646570704912,1866.2532711130336,Fiber,Month-to-month,Mailed check,1,No
12,79.85956481119626,718.7892490534782,DSL,One year,Mailed check,2,No
47,97.00685976745707,3672.570242095676,Fiber,Month-to-month,Bank transfer,1,Yes
1,51.32865415027591,-293.8646589190622,No,One year,Credit card,0,Yes
14,84.34269989882368,1182.8443024212597,DSL,Month-to-month,Electronic,1,No
64,62.48595883024269,4395.686048532081,Fiber,One year,Mailed check,2,No
38,69.41129542568576,2629.3613510522464,Fiber,Month-to-month,Mailed check,0,Yes
37,94.85363547085319,3635.6146837742067,DSL,Month-to-month,Electronic,2,Yes
11,42.19860692523456,276.1184856905122,DSL,Month-to-month,Bank transfer,2,Yes
3,108.63947421405814,1200.5305239057516,Fiber,Month-to-month,Bank transfer,0,Yes
33,57.3156411674337,1382.291336361198,No,Month-to-month,Electronic,1,No
6,77.81988499451222,117.30020132450949,No,Month-to-month,Mailed check,2,No
50,27.98476119175171,1153.0590225908288,Fiber,Month-to-month,Electronic,0,No
10,91.59511872614172,1187.3033862497791,Fiber,Month-to-month,Bank transfer,4,Yes
5,113.39511807839733,47.545695498546365,DSL,One year,Electronic,4,Yes
23,54.56075352345559,1322.756626313478,Fiber,Two year,Credit card,1,No
10,36.693298404712,449.38805576039874,Fiber,Month-to-month,Bank transfer,2,Yes
44,78.33949194228126,3099.758660093685,DSL,One year,Mailed check,3,No
2,113.64431934975228,392.278369177933,Fiber,One year,Bank transfer,4,Yes
13,26.504303035572825,-159.35100990626893,Fiber,Month-to-month,Credit card,3,No
40,36.81075456314974,913.8931112951167,DSL,One year,Bank transfer,1,No
2,56.37431325065453,162.55150476202937,No,Month-to-month,Electronic,3,Yes
65,45.389685264079134,2120.451749426112,DSL,One year,Mailed check,1,No
63,45.48443600173014,1793.1181168338799,DSL,Month-to-month,Credit card,1,No
17,7.176381170086685,388.41513028987384,DSL,One year,Bank transfer,1,No
9,87.67170842217602,1313.5303470951694,Fiber,One year,Bank transfer,3,Yes
15,80.16161508608906,969.0226669450713,Fiber,Month-to-month,Credit card,0,No
24,19.03452400589064,122.7932500924901,DSL,Month-to-month,Credit card,3,No
38,113.7158727986874,4823.970779337401,Fiber,Two year,Credit card,0,Yes
35,120.43276944791462,3642.3778216775513,DSL,Month-to-month,Electronic,2,Yes
49,47.47283350659657,1644.4825294626528,Fiber,One year,Mailed check,0,No
69,104.99645772931018,7598.573795176646,Fiber,Two year,Bank transfer,0,No
62,52.81006585027162,3278.743175972994,Fiber,One year,Bank transfer,0,No
60,75.43349530633182,5058.448088025028,No,One year,Bank transfer,1,No
50,44.92713594937273,1176.223858079647,DSL,One year,Electronic,1,No
9,136.42754570386828,527.5109157755329,DSL,Two year,Bank transfer,3,Yes
34,61.11948318010306,2085.2284580455826,Fiber,Month-to-month,Bank transfer,1,No
35,73.79347068470386,2791.6083232065284,No,Month-to-month,Electronic,0,No
1,49.36187837608519,472.8604222208144,DSL,Month-to-month,Mailed check,3,Yes
40,125.83946791709184,5120.987601088063,DSL,Two year,Electronic,2,No
64,126.5984393826823,8184.627698170952,DSL,One year,Mailed check,1,Yes
22,118.92787543788822,2421.7124881184413,Fiber,Month-to-month,Electronic,1,Yes
60,98.69321045042867,6717.045079477978,DSL,Two year,Mailed check,3,No
64,51.256313591978426,2728.8923421513705,Fiber,Month-to-month,Mailed check,3,No
11,94.83550287887255,1222.7006079455673,No,Month-to-month,Bank transfer,1,Yes
14,69.78871603225794,483.1376071576012,Fiber,One year,Bank transfer,2,No
60,109.37225865227896,6829.724792039242,DSL,Month-to-month,Credit card,3,Yes
30,103.47706160096084,2585.8030633349417,Fiber,Two year,Electronic,2,Yes
35,50.522032657722264,2140.1789922705084,DSL,Month-to-month,Electronic,1,No
37,98.43477408511649,3698.1391145615685,No,Two year,Credit card,2,No
5,90.46103350131779,1324.6247541359296,Fiber,One year,Electronic,1,No
26,-13.206885887403445,-483.8888567082824,DSL,Month-to-month,Credit card,2,No
62,94.02809918888387,6042.225207834573,Fiber,Two year,Credit card,4,No
4,57.04612634079382,-161.64363486717957,Fiber,One year,Mailed check,1,Yes
42,43.4187263700498,1679.6400043214444,Fiber,Month-to-month,Credit card,0,No
18,44.70218187118772,857.5140134035553,DSL,Month-to-month,Electronic,1,No
40,65.94271313103906,1874.0985640058752,No,Two year,Mailed check,4,No
39,84.4017874026005,2582.8577416090334,No,Month-to-month,Bank transfer,2,No
14,29.03613933423459,706.4356005971069,Fiber,Month-to-month,Mailed check,0,Yes
32,75.69543508637393,2349.210511998126,No,Month-to-month,Credit card,1,No
51,87.30274198579215,4155.976574751389,DSL,Month-to-month,Electronic,0,No
38,125.85417351008894,4413.965503175002,Fiber,One year,Mailed check,3,Yes
23,37.6992949232461,517.8393853728135,Fiber,Month-to-month,Bank transfer,1,No
63,59.51163439666589,3805.508324494065,Fiber,Month-to-month,Bank transfer,2,No
15,77.84988918089437,1390.2662697715102,Fiber,Month-to-month,Electronic,2,No
25,104.42227990574818,1564.5033828310925,DSL,Month-to-month,Mailed check,3,Yes
17,60.87328356484558,1741.262848987321,DSL,Two year,Credit card,2,No
66,105.95924115973153,7664.1602980132775,DSL,Month-to-month,Electronic,1,Yes
53,11.879130505706208,-535.7334649710208,DSL,Two year,Credit card,4,No
51,32.399554206343424,2195.340612684913,Fiber,Month-to-month,Bank transfer,2,Yes
39,80.45933033002662,3665.523308536559,DSL,Month-to-month,Bank transfer,2,No
51,27.675265057363745,1411.6612650193235,DSL,Two year,Bank transfer,1,No
70,34.7658841969985,1785.0275828474569,Fiber,Month-to-month,Electronic,4,No
6,54.16669407262182,832.614210268267,Fiber,One year,Bank transfer,1,Yes
67,93.14316975747472,6119.97684060213,No,Two year,Credit card,3,No
7,13.121054760781327,366.28680523494745,Fiber,Month-to-month,Mailed check,2,Yes
51,75.10895086487183,4940.157130089352,DSL,Month-to-month,Credit card,1,No
42,100.98891841458418,4367.452948724345,No,One year,Mailed check,1,Yes
64,64.15164374713125,3647.2628539571188,Fiber,Month-to-month,Electronic,0,No
15,58.9350931122238,716.1608992234961,DSL,Month-to-month,Mailed check,1,Yes
29,82.05313847675721,1984.8183357054654,Fiber,Month-to-month,Credit card,1,No
33,64.2366684183568,2336.5549165300354,No,Month-to-month,Mailed check,1,No
27,111.7149934372224,2613.2710434301025,DSL,One year,Credit card,3,No
36,36.65760963596695,1083.2482357199885,DSL,Month-to-month,Credit card,2,No
29,68.45067534504746,1342.8543978025764,DSL,Month-to-month,Mailed check,3,No
38,76.17059124882053,2828.4389646956083,DSL,One year,Electronic,0,No
57,58.64637844460621,3431.220967993579,Fiber,Month-to-month,Bank transfer,1,Yes
27,-16.138479888723836,-1778.1329805542896,Fiber,Month-to-month,Mailed check,1,Yes
55,65.17285275852421,3714.293682458942,DSL,One year,Bank transfer,5,No
33,97.00530960737399,3178.325101494952,No,Month-to-month,Mailed check,5,No
68,93.34327558378052,5964.846765319012,Fiber,One year,Mailed check,3,No
66,80.64335446510599,6336.775856831931,Fiber,Two year,Bank transfer,3,No
10,37.0641292495233,849.8795562976103,No,Month-to-month,Mailed check,2,Yes
5,81.8592838737545,-138.9048237069282,DSL,One year,Mailed check,2,Yes
38,52.79686535373286,2425.399323227419,Fiber,Month-to-month,Mailed check,2,No
13,80.60448717846,1670.107371330509,Fiber,Month-to-month,Mailed check,0,No
31,73.64515034205147,2349.0101219123744,No,Two year,Mailed check,2,No
47,40.70874186149885,2094.031885964109,Fiber,Two year,Credit card,1,No
52,43.2263248192929,2416.9422240640265,DSL,Month-to-month,Mailed check,2,No
56,80.65067363264549,3473.5297939665033,No,One year,Mailed check,2,No
15,63.36660714134495,857.0643086949747,DSL,Two year,Bank transfer,4,No
29,44.791557080286125,1179.4987343362834,No,Two year,Electronic,4,No
8,42.31509430819501,1053.5985727454993,No,One year,Electronic,2,Yes
5,60.88507456041352,471.28930458300414,DSL,Month-to-month,Credit card,2,Yes
29,117.0431438415463,3245.445690346495,Fiber,Month-to-month,Bank transfer,4,Yes
47,54.21765903364123,2503.1676040856323,DSL,Two year,Bank transfer,2,No
68,69.57941385227234,5243.09293276822,Fiber,Month-to-month,Bank transfer,4,Yes
45,73.0493286306853,3194.9274567581806,Fiber,One year,Electronic,0,No
2,36.06920825524171,-276.9593500353211,Fiber,Month-to-month,Bank transfer,0,Yes
27,17.11502548471914,324.2545916269836,No,Month-to-month,Mailed check,2,No
36,39.20077795792807,1881.5760783967514,Fiber,Month-to-month,Mailed check,2,Yes
36,77.4123213341891,3034.9260208297756,Fiber,Two year,Mailed check,3,No
26,72.61993173746228,1910.252211848576,No,Month-to-month,Electronic,3,Yes
43,91.07219707453196,4011.8741239272895,No,One year,Electronic,4,No
27,72.9024968487735,1688.4961781191435,DSL,Month-to-month,Credit card,1,No
69,66.7135212559239,4506.258266437421,No,Month-to-month,Mailed check,2,No
20,51.87963175224618,705.940474157665,DSL,Month-to-month,Mailed check,1,No
11,96.53820369588078,914.5305985048168,No,One year,Electronic,1,Yes
38,42.4245958383785,2285.223773671695,DSL,Month-to-month,Electronic,5,No
6,36.688014481119374,-318.80781880187874,DSL,Month-to-month,Bank transfer,1,Yes
23,87.0116655216431,1656.9094737863336,Fiber,Month-to-month,Mailed check,3,No
47,30.00528068039035,783.0987605104704,Fiber,Month-to-month,Mailed check,1,No
46,142.44372995975894,5816.957199555111,DSL,Two year,Electronic,0,Yes
12,72.3998014167743,775.4116599036458,DSL,Two year,Bank transfer,1,No
13,80.43718348974656,736.878794466312,Fiber,Month-to-month,Electronic,0,Yes
62,45.74740526429839,3717.1835917825965,No,One year,Electronic,1,No
60,60.54205467275361,3491.10000727632,DSL,Two year,Mailed check,3,No
43,57.197286493529376,3104.181750936775,DSL,Month-to-month,Electronic,2,Yes
68,53.74495036994075,4138.659862626288,Fiber,Two year,Electronic,1,No
5,88.98885254529479,340.4671851144669,DSL,Two year,Bank transfer,3,Yes
37,56.512718853241566,3146.0383886127493,No,Month-to-month,Bank transfer,3,Yes
31,100.52503687252545,3250.543136280693,No,Month-to-month,Credit card,0,Yes
9,149.8954705035947,2105.5638675343466,Fiber,Two year,Mailed check,2,Yes
51,61.13376279560353,3816.1203483664117,DSL,One year,Electronic,1,No
29,74.56946540729872,2369.838489364054,Fiber,Month-to-month,Electronic,2,No
40,81.38446171496523,3630.9438925015347,Fiber,Month-to-month,Credit card,0,No
41,124.3451443778055,5410.186627049763,No,Month-to-month,Bank transfer,3,Yes
11,67.52056644885434,170.5955152415437,Fiber,One year,Bank transfer,2,No
23,45.12949241024912,1066.623502662238,Fiber,One year,Electronic,4,Yes
1,32.00978483122887,569.1334018035591,Fiber,Two year,Mailed check,1,Yes
46,68.26048157703298,3903.0753112243474,Fiber,Month-to-month,Electronic,4,No
21,56.54859342838353,827.2006260800792,No,One year,Bank transfer,1,No
36,130.30027867900003,4955.225683350511,Fiber,One year,Credit card,1,Yes
54,123.095872620309,6722.612228135453,Fiber,Month-to-month,Credit card,0,Yes
57,38.96881516229206,2162.2854319598496,DSL,Month-to-month,Mailed check,4,No
1,48.677196893524645,226.67851150603775,Fiber,Two year,Mailed check,4,Yes
63,72.21310323660659,4658.424209239283,Fiber,Two year,Credit card,2,No
54,111.91679267676288,6314.210588981489,DSL,Month-to-month,Bank transfer,2,Yes
55,71.71039409113153,4664.930055487261,DSL,One year,Electronic,2,No
40,50.5827808603586,2415.3750298466944,Fiber,Month-to-month,Mailed check,2,No
15,68.23354570291826,1178.7988149801254,Fiber,One year,Electronic,4,No
21,51.145454083118594,2006.36706415703,Fiber,One year,Mailed check,0,No
47,88.07431628318446,4694.457663249837,DSL,One year,Mailed check,4,No
53,48.72898865005885,2536.437179151445,Fiber,Two year,Bank transfer,1,No
9,54.68691842719099,-116.37793533173362,DSL,One year,Mailed check,1,Yes
52,104.85801440368289,4958.701408531277,Fiber,Month-to-month,Electronic,2,Yes
57,46.94905158057784,3142.712164250754,DSL,One year,Mailed check,3,No
26,26.61615902319513,376.8638949765828,DSL,Month-to-month,Credit card,2,No
41,72.84981254068914,2482.814575612281,DSL,Month-to-month,Bank transfer,7,No
35,59.18579787386212,1692.4602622415744,DSL,Month-to-month,Mailed check,5,Yes
63,85.34246502789861,5032.8831407122625,DSL,Month-to-month,Credit card,2,No
25,79.52415804193271,2413.427784939443,DSL,One year,Credit card,3,No
38,69.04244516069915,2545.241878215429,Fiber,Month-to-month,Electronic,2,Yes
2,68.16869723590013,-549.8499056779026,Fiber,One year,Electronic,2,Yes
7,47.92424652031495,350.992174523383,DSL,One year,Bank transfer,2,Yes
34,72.50041212979728,2576.1470786372283,No,Month-to-month,Credit card,2,Yes
17,96.43854344298306,1399.786807810286,DSL,Two year,Credit card,2,No
43,40.796597758015714,2332.1962456910255,Fiber,Month-to-month,Credit card,1,No
59,69.83807870915396,3909.9772009939416,DSL,Month-to-month,Bank transfer,0,No
51,101.15166267203836,5712.903639592531,DSL,One year,Mailed check,5,Yes
54,85.16272279650097,4897.1784208485415,Fiber,Month-to-month,Electronic,5,No
24,109.2841868905214,3086.1232393947175,Fiber,Month-to-month,Electronic,1,Yes
25,52.95573010496996,774.6178322210516,No,One year,Mailed check,2,No
71,15.07694654815402,1119.6183010379866,Fiber,One year,Bank transfer,0,Yes
52,76.01955411867061,3926.6028118834874,No,Month-to-month,Bank transfer,1,No
70,80.87712445079455,4950.395449101853,DSL,Two year,Bank transfer,2,No
33,111.05265863418026,4217.268099829404,DSL,One year,Electronic,0,Yes
49,105.64437204120952,4767.873781565592,DSL,Two year,Bank transfer,2,No
29,86.10230869037385,2192.18303760285,DSL,Month-to-month,Electronic,4,Yes
63,92.96170642511301,5349.929586983256,Fiber,One year,Mailed check,3,No
22,64.24535625380082,1763.9910006188047,Fiber,Two year,Bank transfer,3,No
26,33.4265616604235,106.12574378471311,DSL,One year,Bank transfer,5,No
28,73.5316365214273,2367.8232228322486,No,One year,Credit card,3,No
49,99.47720390883332,5396.639984654563,No,Month-to-month,Electronic,6,Yes
71,89.69082609485645,6636.637866547688,DSL,Month-to-month,Mailed check,1,No
49,95.01422017478095,5012.011030487481,DSL,Month-to-month,Mailed check,4,Yes
20,57.16732938859744,1523.11982256097,DSL,Month-to-month,Mailed check,0,No
63,62.03359485944729,3433.404312782297,DSL,Two year,Credit card,2,No
61,84.5027646434381,5872.036133081896,DSL,Month-to-month,Bank transfer,4,No
49,53.60477816473737,2396.5960030053816,Fiber,Two year,Credit card,2,No
71,54.52848790200993,3838.3288322477188,DSL,Two year,Electronic,3,No
1,78.93946709132355,-87.37919208415597,DSL,Month-to-month,Credit card,0,Yes
13,92.82714229470723,1452.5239102698486,No,Month-to-month,Electronic,0,No
51,64.01413980011773,2995.702508237293,Fiber,Two year,Credit card,2,No
56,35.10431616839084,1999.2995675485713,No,Two year,Mailed check,5,No
62,47.9258825487151,2353.7328094473337,DSL,Month-to-month,Mailed check,1,No
32,76.11016254679295,3017.85780574816,DSL,Month-to-month,Mailed check,1,No
30,75.74562891597894,2607.73934045447,Fiber,One year,Credit card,2,No
29,77.23714412966044,2093.7472988092677,DSL,One year,Electronic,2,No
49,85.6388587178727,3961.7295621628573,DSL,Month-to-month,Mailed check,1,Yes
45,70.1743167562735,3480.158377191156,Fiber,One year,Credit card,0,No
30,77.95168134520935,1984.9037500382994,Fiber,Month-to-month,Mailed check,3,No
16,68.649195315134,1161.0697829247283,Fiber,Month-to-month,Electronic,1,No
40,104.46200448788316,4759.179573231029,Fiber,Month-to-month,Mailed check,1,Yes
19,112.97026093652505,1740.8063982253798,Fiber,Month-to-month,Mailed check,1,No
18,34.32966152859896,802.2343220748828,DSL,Month-to-month,Credit card,2,No
1,62.3424417369324,220.2050752046785,DSL,Month-to-month,Bank transfer,2,Yes
47,70.98173474622122,3287.473123741056,DSL,Month-to-month,Mailed check,2,No
66,61.99255863957037,3839.614078159676,DSL,Month-to-month,Credit card,0,No
38,123.7876777399262,5311.330282564389,No,Month-to-month,Mailed check,3,Yes
51,76.71865834269204,3613.867257593811,Fiber,Two year,Electronic,4,No
63,45.838845188489685,1981.82779631004,Fiber,Month-to-month,Electronic,1,No
4,87.89327018682013,671.8398765627974,DSL,Month-to-month,Mailed check,5,Yes
1,78.12923616538578,-522.5224387185312,DSL,One year,Electronic,2,Yes
8,79.12578758660266,978.9468731203649,DSL,Two year,Credit card,1,Yes
29,124.2362847639757,4270.303882077017,DSL,Month-to-month,Bank transfer,3,Yes
55,80.52355527264427,4743.670479194772,DSL,One year,Electronic,2,No
3,60.89015428378012,718.376113795086,Fiber,One year,Bank transfer,1,Yes
32,11.341707210696967,1372.9591842071266,Fiber,One year,Bank transfer,2,No
10,65.03802945569464,1133.7605258614199,Fiber,Month-to-month,Credit card,1,Yes
34,109.17909751981566,3877.3760119864505,Fiber,One year,Credit card,4,No
55,67.26492641331438,4516.545044494115,No,Month-to-month,Mailed check,3,No
32,2.7985030444149004,966.9398698445692,DSL,One year,Bank transfer,3,No
50,55.0491282342266,3636.8423033410404,DSL,One year,Bank transfer,5,Yes
7,99.78065616738377,452.3928355736851,DSL,Month-to-month,Bank transfer,1,Yes
8,86.37451523686045,13.986942645681552,Fiber,Two year,Electronic,3,Yes
65,44.80357310467794,2635.6361600866226,No,Month-to-month,Electronic,3,No
57,53.041456708027546,3375.183840254158,DSL,Two year,Mailed check,5,No
67,57.678740226927495,3944.055067870195,No,Month-to-month,Electronic,2,No
59,50.118586844112095,2853.75613121419,No,Month-to-month,Electronic,0,No
54,9.109783967812533,772.1690336643445,DSL,Month-to-month,Bank transfer,2,No
67,92.90773301859568,5489.415571409277,DSL,Two year,Electronic,4,No
51,107.71179870067279,5563.886383080082,Fiber,Month-to-month,Bank transfer,1,Yes
8,24.44653168105779,754.8010758724008,No,Month-to-month,Mailed check,4,Yes
34,107.31558797758944,3923.3878135171553,DSL,Month-to-month,Credit card,2,Yes
35,66.90930395808353,2687.7305494497878,Fiber,One year,Mailed check,1,No
32,106.75397044503623,4214.813449217417,DSL,One year,Electronic,2,No
